,worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,doc_index,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,doc_fact_check_source,doc_speaker_name,doc_speaker_party,doc_statement_date,doc_statement_description,doc_statement_text,doc_evidence_url,doc_completeness_value,doc_completeness_label,doc_completeness_index,doc_completeness_description,doc_comprehensibility_value,doc_comprehensibility_label,doc_comprehensibility_index,doc_comprehensibility_description,doc_precision_value,doc_precision_label,doc_precision_index,doc_precision_description,doc_informativeness_value,doc_informativeness_label,doc_informativeness_index,doc_informativeness_description,doc_unbiasedness_value,doc_unbiasedness_label,doc_unbiasedness_index,doc_unbiasedness_description,doc_accuracy_value,doc_accuracy_label,doc_accuracy_index,doc_accuracy_description,doc_speaker's-trustworthiness_value,doc_speaker's-trustworthiness_label,doc_speaker's-trustworthiness_index,doc_speaker's-trustworthiness_description,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_index,doc_truthfulness_description,doc_confidence_value,doc_confidence_label,doc_confidence_index,doc_confidence_description,doc_accesses,doc_time_elapsed,doc_time_start,doc_time_end,global_outcome,global_form_validity,gold_checks,time_spent_check,time_check_amount,quartile,mean
1393,62cc29c588d2f7282c384ab9,True,FakeNewsMultidimensional,V4-Prolific-1,unit_126,1,1,Finish,"Tue, 23 Aug 2022 12:20:04 GMT",2022-08-23 12:20:04 00:00,7.0,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,Politifact,Troy Nehls,REP,2022-02-09,"stated on February 9, 2022 in an ad:","""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",https://www.lucianne.com/2022/02/07/biden_admin_to_fund_crack_pipe_distribution_to_advance_racial_equity_78701.html,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,2.0,completely-agree,4.0,,1.0,146.27,1661256454.72,1661256600.99,True,True,True,True,True,other,1.4
1401,62ccc441a118b06a27cd5cdc,True,FakeNewsMultidimensional,V4-Prolific-1,unit_138,1,1,Next,"Tue, 23 Aug 2022 12:01:51 GMT",2022-08-23 12:01:51 00:00,0.0,bob-good-invents-position-ketanji-brown-jackson-la,pants-on-fire,0.0,Politifact,Bob Good,DEM,2022-03-22,"stated on March 22, 2022 in a radio interview.:",Ketanji Brown Jackson âbelieves in abortion on demand up to the moment of birth.â,https://www.msn.com/en-us/news/politics/justice-ketanji-brown-jacksons-views-on-abortion-roe-v-wade-and-precedent/ar-AAWZFhd,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,39.03,1661255744.0,1661255783.03,True,True,True,True,True,other,1.6
1413,62cf2192b9212fc96a5b3917,True,FakeNewsMultidimensional,V4-Prolific-1,unit_154,1,1,Next,"Tue, 23 Aug 2022 12:51:09 GMT",2022-08-23 12:51:09 00:00,4.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.newsweek.com/josh-mandel-ohio-debate-trump-election-stolen-1642075,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,-1.0,partially-disagree,1.0,,1.0,90.77,1661258801.63,1661258892.4,True,True,True,True,True,correct_false,1.1
1415,62cf3efe6b75b1e4ee3c372f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_55,1,1,Next,"Tue, 23 Aug 2022 10:35:40 GMT",2022-08-23 10:35:40 00:00,6.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://www.houstonchronicle.com/politics/texas/politifact/article/Fact-check-Mick-McGuire-says-Ketanji-Brown-17031725.php,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,402.85,1661250218.09,1661250620.94,True,True,True,True,True,other,1.5
1429,62d9b8f821e545b0a264bc77,True,FakeNewsMultidimensional,V4-Prolific-1,unit_94,1,1,Next,"Tue, 23 Aug 2022 11:28:19 GMT",2022-08-23 11:28:19 00:00,2.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://www.mediaite.com/politics/georgia-gov-candidate-david-perdue-opens-gop-debate-by-declaring-2020-election-was-rigged-and-stolen/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,267.51,1661253143.1,1661253410.61,True,True,True,True,True,other,2.1
1436,62da0d692b89efcaba51846d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_190,1,1,Next,"Wed, 24 Aug 2022 08:58:14 GMT",2022-08-24 08:58:14 00:00,3.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://www.nj.com/news/2012/07/politifact_nj_assemblyman_lou.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,2.0,completely-agree,4.0,,1.0,486.22,1661330216.23,1661330702.45,True,True,True,True,True,wrong_false,3.5
1443,62da96ec6d17660ed2b57be6,True,FakeNewsMultidimensional,V4-Prolific-1,unit_52,1,1,Next,"Tue, 23 Aug 2022 10:24:48 GMT",2022-08-23 10:24:48 00:00,2.0,claim-kids-more-likely-have-access-crack-pipes-mas,pants-on-fire,0.0,Politifact,Troy Nehls,REP,2022-02-09,"stated on February 9, 2022 in an ad:","""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",https://www.houstonchronicle.com/politics/texas/politifact/article/troy-nehls-gop-drug-use-masks-crack-16901923.php,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,2.0,completely-agree,4.0,,1.0,19.82,1661250136.27,1661250156.08,True,True,True,True,True,other,1.4
1449,62e16fb51640e18c6eae623f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_197,1,1,Next,"Tue, 23 Aug 2022 13:57:11 GMT",2022-08-23 13:57:11 00:00,6.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.statesman.com/story/news/politics/politifact/2022/05/07/fact-check-do-republicans-seek-criminalize-providing-an-abortion/9676456002/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,3.0,161.77,1661262208.05,1661262365.94,True,True,True,True,True,other,2.0
1458,62e2d5c238c450c3579dfa91,True,FakeNewsMultidimensional,V4-Prolific-1,unit_24,1,1,Next,"Wed, 24 Aug 2022 13:19:54 GMT",2022-08-24 13:19:54 00:00,1.0,bob-good-invents-position-ketanji-brown-jackson-la,pants-on-fire,0.0,Politifact,Bob Good,DEM,2022-03-22,"stated on March 22, 2022 in a radio interview.:",Ketanji Brown Jackson âbelieves in abortion on demand up to the moment of birth.â,https://heavy.com/news/ketanji-brown-jackson-abortion-roe-v-wade/,-2.0,completely-disagree,0.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,0.0,neutral,2.0,,1.0,44.24,1661346478.24,1661346522.48,True,True,True,True,True,other,1.6
1469,62e42aaad0079d2ff8e97597,True,FakeNewsMultidimensional,V4-Prolific-1,unit_63,1,1,Next,"Tue, 23 Aug 2022 10:28:37 GMT",2022-08-23 10:28:37 00:00,4.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://thepalmierireport.com/rino-kemp-confronted-over-election-integrity/,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,2.0,barely-true,2.0,,-1.0,partially-disagree,1.0,,1.0,63.56,1661250089.2,1661250152.76,True,True,True,True,True,wrong_false,2.5
1473,62eafaf1c492443983b3557f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_112,1,1,Next,"Wed, 24 Aug 2022 09:29:48 GMT",2022-08-24 09:29:48 00:00,0.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://www.google.com/,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,2.0,completely-agree,4.0,,1.0,86.9,1661333009.0,1661333095.9,True,True,True,True,True,other,1.4444444444444444
1481,62ee44b74f44e600e27a3507,True,FakeNewsMultidimensional,V4-Prolific-1,unit_193,1,1,Next,"Wed, 24 Aug 2022 09:04:09 GMT",2022-08-24 09:04:09 00:00,5.0,bob-good-invents-position-ketanji-brown-jackson-la,pants-on-fire,0.0,Politifact,Bob Good,DEM,2022-03-22,"stated on March 22, 2022 in a radio interview.:",Ketanji Brown Jackson âbelieves in abortion on demand up to the moment of birth.â,https://news.yahoo.com/justice-ketanji-brown-jacksons-views-142333139.html,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,2.0,138.39,1661330793.49,1661330890.34,True,True,True,True,True,other,1.6
1493,62ef104b5e9352c2ead31fde,True,FakeNewsMultidimensional,V4-Prolific-1,unit_147,1,1,Next,"Wed, 24 Aug 2022 09:29:06 GMT",2022-08-24 09:29:06 00:00,5.0,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,Politifact,Tom Suozzi,DEM,2022-01-04,"stated on January 4, 2022 in a Tweet:",Hochul is an âinterim Governor.â,https://www.nytimes.com/2022/05/11/nyregion/tom-suozzi-governor.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,205.78,1661332550.56,1661332756.34,True,True,True,True,True,wrong_false,3.2
1498,62ef2768d2ff53772298a265,True,FakeNewsMultidimensional,V4-Prolific-1,unit_37,1,1,Next,"Mon, 22 Aug 2022 16:33:44 GMT",2022-08-22 16:33:44 00:00,6.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://echocheck.org/fact-check-was-there-fraud-during-the-georgia-senate-runoff-elections/,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,300.93,1661185407.03,1661185707.95,True,True,True,True,True,other,2.1
1508,62f18e19c8792e9ce92133a6,True,FakeNewsMultidimensional,V4-Prolific-1,unit_9,1,1,Next,"Mon, 22 Aug 2022 15:39:28 GMT",2022-08-22 15:39:28 00:00,3.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://www.worldatlas.com/articles/the-20-unhealthiest-cities-in-the-us.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,212.53,1661182182.66,1661182395.19,True,True,True,True,True,other,1.7
1512,62f26bd83a224b27ea4aae5d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_74,1,1,Finish,"Tue, 23 Aug 2022 11:33:26 GMT",2022-08-23 11:33:26 00:00,7.0,tulsi-gabbard-falsely-claims-us-not-so-different-r,pants-on-fire,0.0,Politifact,Tulsi Gabbard,DEM,2022-03-15,"stated on March 15, 2022 in a Fox News appearance:","""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",https://www.poynter.org/fact-checking/2022/tulsi-gabbard-falsely-claimed-the-us-is-not-so-different-from-russia-on-freedom-of-speech/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,131.9,1661253517.2,1661253649.1,True,True,True,True,True,other,2.1
1524,62f31911f6572d09a0e47369,True,FakeNewsMultidimensional,V4-Prolific-1,unit_186,1,1,Next,"Tue, 23 Aug 2022 13:37:57 GMT",2022-08-23 13:37:57 00:00,3.0,bob-good-invents-position-ketanji-brown-jackson-la,pants-on-fire,0.0,Politifact,Bob Good,DEM,2022-03-22,"stated on March 22, 2022 in a radio interview.:",Ketanji Brown Jackson âbelieves in abortion on demand up to the moment of birth.â,https://news.yahoo.com/justice-ketanji-brown-jacksons-views-142333139.html,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,145.17,1661261571.53,1661261716.7,True,True,True,True,True,other,1.6
1528,62f44f57c62fa25bb19127e9,True,FakeNewsMultidimensional,V4-Prolific-1,unit_120,1,1,Finish,"Tue, 23 Aug 2022 14:34:16 GMT",2022-08-23 14:34:16 00:00,7.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://www.newsweek.com/trump-georgia-gov-kemp-consent-decree-1547476,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,59.58,1661265031.21,1661265090.79,True,True,True,True,True,wrong_false,2.5
1539,62f8f6e9f4586438b191a9a4,True,FakeNewsMultidimensional,V4-Prolific-1,unit_66,1,1,Next,"Tue, 23 Aug 2022 10:39:38 GMT",2022-08-23 10:39:38 00:00,2.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,http://wisconsinreport.com/newsone/ted-nugent-no-these-mass-shootings-werent-a-plot-to-protect-hillary-clinton-from-negative-news-coverage/,-2.0,completely-disagree,0.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,53.2,1661250266.09,1661250319.29,True,True,True,True,True,correct_false,0.8
1546,62fb383ce16d6921d1c2c2b8,True,FakeNewsMultidimensional,V4-Prolific-1,unit_16,1,1,Next,"Tue, 23 Aug 2022 13:53:48 GMT",2022-08-23 13:53:48 00:00,1.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.nbcnews.com/politics/donald-trump/trump-s-stolen-election-lie-ballot-2022-thanks-these-candidates-n1281680,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,0.0,neutral,2.0,,1.0,241.95,1661261947.61,1661262189.56,True,True,True,True,True,correct_false,1.1
1555,62fd0bc538d70b87550691f7,True,FakeNewsMultidimensional,V4-Prolific-1,unit_93,1,1,Next,"Tue, 23 Aug 2022 11:20:28 GMT",2022-08-23 11:20:28 00:00,2.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,http://wisconsinreport.com/newsone/ted-nugent-no-these-mass-shootings-werent-a-plot-to-protect-hillary-clinton-from-negative-news-coverage/,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,45.69,1661252941.32,1661252987.01,True,True,True,True,True,correct_false,0.8
1560,62fe9bebf5d09924e321a32c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_2,1,1,Finish,"Mon, 22 Aug 2022 13:19:46 GMT",2022-08-22 13:19:46 00:00,7.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://www.msn.com/en-us/news/poverty/politifact-wisconsin-did-five-wi-cities-receive-money-for-the-2020-election-from-mark-zuckerberg/vi-AAVfqoV,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,43.88,1661174179.66,1661174223.54,True,True,True,True,True,other,2.2
1572,62ff8c9ff1c92a7c721d3fcc,True,FakeNewsMultidimensional,V4-Prolific-1,unit_23,1,1,Next,"Mon, 22 Aug 2022 15:53:55 GMT",2022-08-22 15:53:55 00:00,3.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.statesman.com/story/news/politics/politifact/2022/05/07/fact-check-do-republicans-seek-criminalize-providing-an-abortion/9676456002/,2.0,completely-agree,4.0,,0.0,neutral,2.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,5.0,true,5.0,,2.0,completely-agree,4.0,,1.0,173.99,1661183113.03,1661183287.02,True,True,True,True,True,other,2.0
1582,62ffe924cae68af25dd6c1d3,True,FakeNewsMultidimensional,V4-Prolific-1,unit_194,1,1,Next,"Tue, 23 Aug 2022 14:37:06 GMT",2022-08-23 14:37:06 00:00,5.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.statesman.com/story/news/politics/politifact/2022/04/06/fact-check-were-there-more-votes-than-registered-voters-2020/9469305002/,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,1.0,false,1.0,,0.0,neutral,2.0,,1.0,292.44,1661263716.67,1661264009.11,True,True,True,True,True,other,1.8
1585,63011587244386e361cd2f6c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_31,1,1,Next,"Mon, 22 Aug 2022 15:55:10 GMT",2022-08-22 15:55:10 00:00,0.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://thefederalist.com/2022/03/01/breaking-special-counsel-finds-mark-zuckerbergs-election-money-violated-wisconsin-bribery-laws/,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,31.27,1661183153.0,1661183184.27,True,True,True,True,True,other,2.2
1592,6301b7caed960c3930057c7a,True,FakeNewsMultidimensional,V4-Prolific-1,unit_75,1,1,Finish,"Tue, 23 Aug 2022 11:15:42 GMT",2022-08-23 11:15:42 00:00,7.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://www.statesman.com/story/news/politics/politifact/2022/02/10/fact-check-austin-among-top-ten-most-unhealthy-u-s-cities/6720066001/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,184.32,1661252770.99,1661252955.31,True,True,True,True,True,other,1.7
